person_name,gender
Vlad Marsavin,Male
Philippe Mora,Male
Jacob Chase,Male
Gregory Plotkin,Male
Anna Kendrick,Female
Jeremy Leven,Male
RZA,Unknown
John Stevenson,Male
Egor Baranov,Male
Victor Levin,Male
Hyeon-jin Park,Unknown
Jimmy Sangster,Male
Will Slocombe,Male
Eli Horowitz,Female
Nick Murphy,Male
Nicolas Harvard,Male
Kevin Grevioux,Male
Jonathan Teplitzky,Male
Maximilian Erlenwein,Male
Richard Quine,Male
Ntiarna Xavier Knight,Unknown
Joe Mantello,Male
Fraser C. Heston,Male
Nelson McCormick,Male
Richard Hughes,Male
Amy Redford,Female
Laura McGann,Female
Chris Carter,Male
Rolf de Heer,Male
Denis Sanders,Male
Delphine Lehericey,Female
Kevin Yagher,Male
Wash Westmoreland,Unknown
Aaron Burns,Male
Edson Oda,Male
Jenn Wexler,Female
Daniel Minahan,Male
Patrick Vollrath,Male
Nick Naveda,Male
Leslie H. Martinson,Female
Don Scardino,Male
Phil Nibbelink,Male
Jim Sonzero,Male
Charles Walters,Male
Olly Blackburn,Female
Hannah Barlow,Female
Stewart Hendler,Male
Howard J. Ford,Male
Dean McKendrick,Male
David Mackay,Male
Romain Gavras,Male
Henk Pretorius,Male
Edward Drake,Male
Jeff Burr,Male
Vincente Minnelli,Female
Marc Abraham,Male
Gene Quintano,Male
William Richert,Male
Kyle Patrick Alvarez,Female
Joseph W. Sarno,Male
Hunter Richards,Male
Paul Dektor,Male
Eric Bress,Male
Douglas Cheek,Male
Caroline Thompson,Female
Alex Kendrick,Male
Santiago Mitre,Male
Lawrence Michael Levine,Male
Oliver Park,Male
Bobcat Goldthwait,Unknown
Jonathan English,Male
Andrew Jay Cohen,Male
Antoinette Beumer,Female
Ryan Spindell,Male
Dean Craig,Male
Shoojit Sircar,Unknown
Julie Anne Robinson,Female
Kristin Scott Thomas,Female
Lisa Brühlmann,Female
Sofia Alvarez,Female
Satyajit Ray,Male
Stephen Fingleton,Male
Elaine May,Female
Bryan Buckley,Male
Jorge Blanco,Male
Steve Kloves,Male
Brian Henson,Male
Bertrand Tavernier,Male
Tommy Lee Wallace,Male
Melina Matsoukas,Female
Hironobu Sakaguchi,Male
Diego Hallivis,Male
Mélanie Laurent,Female
Burt Kennedy,Male
Karey Kirkpatrick,Female
Meir Zarchi,Male
Isabella Eklöf,Female
Shaun Paul Piccinino,Male
Sophia Banks,Female
Matt Eskandari,Male
Peter Flinth,Male
Fintan Connolly,Male
Nikyatu Jusu,Unknown
Anya Adams,Female
Kaneto Shindô,Unknown
Clark Gregg,Male
Jesús Franco,Male
Fouad Mikati,Male
Ken Scott,Male
Neil Breen,Male
Nelson Dilipkumar,Male
Scott Wiper,Male
Johannes Hartmann,Male
Gonzalo López-Gallego,Male
Beyoncé,Unknown
Jay Leggett,Male
Morgan S. Dalibert,Male
Bill Milling,Male
Kurt Neumann,Male
Matt Nable,Male
Diana Ringo,Female
William Monahan,Male
Lokesh Kanagaraj,Unknown
Larry Ferguson,Male
Karim Ouelhaj,Male
Antônio Brayon Anchieta Travassos,Unknown
Jaco Bouwer,Male
Roberto De Feo,Male
Alexander Mackendrick,Male
Jean-Claude Brisseau,Male
John Bruno,Male
Mark Levin,Male
Liz W. Garcia,Female
Lisa Cholodenko,Female
Fabio Guaglione,Male
Alejandro Rojas,Male
John Maclean,Male
E. Elias Merhige,Unknown
Jordan Gertner,Male
Dimitri Logothetis,Male
Oley Sassone,Unknown
Jim Taihuttu,Male
Michael D Moore,Male
Whit Stillman,Unknown
Rubin Stein,Male
Dave Meyers,Male
Guy Crawford,Male
Brian DeCubellis,Male
Ice Cube,Male
Charlie Haskell,Male
William Castle,Male
Alex Ross Perry,Male
Andrea Berloff,Female
Pat Proft,Unknown
Matthew Heineman,Male
Steve Carver,Male
Chris Eyre,Male
Damon Beesley,Male
Jesse Eisenberg,Male
Ayan Mukerji,Male
Scott Aukerman,Male
Matthew Weiner,Male
Robert Hayes,Male
Rebecca Daly,Female
George Waggner,Male
Vishnuvardhan,Unknown
Nick Love,Male
Stelios Kammitsis,Male
Gorô Taniguchi,Unknown
Clyde Bruckman,Male
Martin Ritt,Male
Peter Mortimer,Male
Gene Fallaize,Male
Ringo Lam,Male
Arne Glimcher,Male
Roman Perez Jr.,Male
Martin Guigui,Male
Joe Roth,Male
Joan Carr-Wiggin,Female
Valerie Breiman,Female
Aaron Seltzer,Male
Arthur Allan Seidelman,Male
Stephan Brenninkmeijer,Male
Jim Cummings,Male
Paul Bettany,Male
Gary Rydstrom,Male
Matteo Garrone,Male
Freddie Francis,Male
Michael Oblowitz,Male
Anders Walter,Male
Roby Varghese Raj,Male
Florent-Emilio Siri,Unknown
Henry Alex Rubin,Male
Braden R. Duemmler,Male
Matthew Yerby,Male
Rebecca Hall,Female
King Vidor,Male
Troy Nixey,Male
Andrew Sipes,Male
Ryan Eslinger,Male
Glen Keane,Male
Anjelica Huston,Unknown
John Suits,Male
Alexis Jacknow,Male
Emmanuel Osei-Kuffour,Male
Steven Seagal,Male
Prashanth Neel,Unknown
Yuval Adler,Male
Esteban Crespo,Male
Jamie Lloyd,Female
Alex Brewer,Male
John De Bello,Male
Leonardo DiCaprio,Male
Kevin Hooks,Male
Gordon Parks,Male
Patricia Arquette,Female
John R. Cherry III,Male
James Hill,Male
Tom Kalin,Male
David Kellogg,Male
Ram Gopal Varma,Male
Bill Thomas,Male
Billy Bob Thornton,Male
William Dear,Male
Guy Ferland,Male
Jean-Claude Van Damme,Male
Britt Allcroft,Female
Abe Sylvia,Male
Derick Martini,Male
Dustin Guy Defa,Male
Na Hong-jin,Unknown
Nico van den Brink,Male
Regina King,Female
Cary Medoway,Male
Rebecca Miller,Female
John Huddles,Male
Alister Grierson,Male
Andrew Birkin,Male
William Dieterle,Male
Vardhan Ketkar,Unknown
Terence Fisher,Male
Jerry Lewis,Male
Jace Anderson,Male
Robert Budreau,Male
Clement Virgo,Male
Kitao Sakurai,Unknown
Joe Chappelle,Male
Jean-Baptiste Andrea,Unknown
Alejandro Brugués,Male
Neasa Hardiman,Female
Justin Reardon,Male
Richard Williams,Male
Randa Haines,Female
Daniel Zirilli,Male
Bruce McCulloch,Male
Numa Perrier,Female
Bruno Mattei,Male
John Payson,Male
Jay Lee,Male
George Mihalka,Male
Robert Smigel,Male
Albert Brooks,Male
Casey Tebo,Unknown
Spencer Squire,Male
Demian Lichtenstein,Unknown
Jamie Suk,Female
April Mullen,Female
Kevin Rodney Sullivan,Male
Casey Affleck,Unknown
Craig Boreham,Male
Ralph Nelson,Male
Robert Hamer,Male
George Dunning,Male
Seth Larney,Male
Frank Lloyd,Male
Fernando León de Aranoa,Male
Anne Hathaway,Female
Nicholas Galitzine,Male
Ella Rubin,Female
Annie Mumolo,Female
Owen Teague,Male
Freya Allan,Female
Kevin Durand,Male
Peter Macon,Male
Ryan Gosling,Male
Emily Blunt,Female
Aaron Taylor-Johnson,Male
Hannah Waddingham,Female
Zendaya,Unknown
Mike Faist,Male
Josh O'Connor,Male
Darnell Appling,Male
Daisy Edgar-Jones,Female
Glen Powell,Male
David Corenswet,Male
Katy O'Brian,Female
Sydney Sweeney,Male
Alexandra Shipp,Female
Mia Artemis,Female
Henry Cavill,Male
Alan Ritchson,Male
Alex Pettyfer,Male
Eiza González,Unknown
Timothée Chalamet,Male
Rebecca Ferguson,Female
Javier Bardem,Male
Anya Taylor-Joy,Female
Chris Hemsworth,Male
Charlee Fraser,Unknown
Lachy Hulme,Unknown
Paul Rudd,Male
Carrie Coon,Female
Finn Wolfhard,Male
Mckenna Grace,Unknown
Robert Downey Jr.,Male
Robert Duvall,Male
Vera Farmiga,Female
Cailey Fleming,Unknown
Ryan Reynolds,Male
Phoebe Waller-Bridge,Female
Nathalie Emmanuel,Female
Shia LaBeouf,Unknown
Giancarlo Esposito,Male
Adam Driver,Male
Colin Cairnes,Male
David Dastmalchian,Male
Laura Gordon,Female
Ian Bliss,Male
Fayssal Bazzi,Male
Woody Harrelson,Male
Steve Zahn,Male
Karin Konoval,Female
Brian Tyree Henry,Male
Dan Stevens,Male
Kaylee Hottle,Female
Emma Stone,Female
Mark Ruffalo,Male
Willem Dafoe,Male
Ramy Youssef,Male
Brad Pitt,Male
Joey King,Male
Ewan McGregor,Male
Liam Neeson,Male
Natalie Portman,Female
Jake Lloyd,Male
Freida Pinto,Female
Cillian Murphy,Male
Matt Damon,Male
Mark Wahlberg,Male
Helena Bonham Carter,Female
Michael Clarke Duncan,Male
Gary Oldman,Male
Keri Russell,Female
Kodi Smit-McPhee,Unknown
Zac Efron,Unknown
Jeremy Allen White,Male
Harris Dickinson,Male
Maura Tierney,Female
Marisa Abela,Female
Eddie Marsan,Male
Jack O'Connell,Male
Lesley Manville,Unknown
Jason Statham,Male
Emmy Raver-Lampman,Female
Bobby Naderi,Male
Josh Hutcherson,Male
Jake Gyllenhaal,Male
Daniela Melchior,Female
Conor McGregor,Male
Billy Magnussen,Male
Isabela Merced,Female
Rachel Brosnahan,Female
Milly Alcock,Female
Bryce Dallas Howard,Male
Sam Rockwell,Male
Bryan Cranston,Male
Martin Freeman,Male
Jenna Ortega,Female
Bashir Salahuddin,Male
Gideon Adlon,Male
Oscar Isaac,Male
Georgina Campbell,Female
Bill Skarsgård,Male
Justin Long,Male
Matthew Patrick Davis,Male
Paul Giamatti,Male
Da'Vine Joy Randolph,Unknown
Dominic Sessa,Male
Carrie Preston,Female
Tom Hardy,Male
Charlize Theron,Female
Nicholas Hoult,Male
Zoë Kravitz,Female
Chris Pratt,Male
Samuel L. Jackson,Male
Ving Rhames,Unknown
Sofia Boutella,Female
Djimon Hounsou,Unknown
Ed Skrein,Male
Michiel Huisman,Male
Matthew McConaughey,Male
Charlie Hunnam,Male
Michelle Dockery,Female
Jeremy Strong,Male
FKA twigs,Unknown
Danny Huston,Male
Laura Birn,Female
Stephanie Stine,Female
Jack Black,Male
Awkwafina,Unknown
Viola Davis,Female
Dustin Hoffman,Male
Christian Friedel,Male
Sandra Hüller,Female
Johann Karthaus,Male
Luis Noah Witte,Male
Patrick Delage,Male
Steve Carell,Male
Kristen Wiig,Female
Will Ferrell,Male
Al Pacino,Male
James Caan,Male
Diane Keaton,Female
Charlton Heston,Unknown
Roddy McDowall,Male
Kim Hunter,Female
Maurice Evans,Male
Margot Robbie,Female
Issa Rae,Male
Kate McKinnon,Female
Kate Winslet,Female
Billy Zane,Male
Kathy Bates,Female
Taylor John Smith,Male
David Strathairn,Male
Joel Smallbone,Male
Daisy Betts,Female
Kirrilee Berger,Unknown
Jonathan Jackson,Male
Sofia Carson,Female
Chosen Jacobs,Unknown
John Harlan Kim,Male
Joseph Quinn,Male
Lupita Nyong'o,Female
Alex Wolff,Male
Simu Liu,Unknown
Juliet Rylance,Female
Mia Goth,Female
Brittany Snow,Female
Kid Cudi,Unknown
Taylor Zakhar Perez,Male
Uma Thurman,Female
Jemma Redgrave,Female
Morgan Freeman,Male
Bob Gunton,Male
William Sadler,Male
Jessica Rothe,Female
Brett Gelman,Male
Helen Hunt,Female
Cary Elwes,Male
Jami Gertz,Female
Dakota Johnson,Male
Celeste O'Connor,Female
Madelaine Petsch,Female
Ryan Bown,Male
Matus Lajcak,Unknown
Olivia Kreutzova,Female
Jessica Chastain,Female
Mackenzie Foy,Female
Barry Keoghan,Male
Jacob Elordi,Male
Rosamund Pike,Female
Richard E. Grant,Male
Bill Pullman,Male
Liam Hemsworth,Male
Luke Hemsworth,Male
Ricky Whittle,Male
Fawn Veerasunthorn,Female
Ariana DeBose,Female
Alan Tudyk,Male
Angelique Cabral,Female
Dakota Fanning,Male
Eugenio Mastrandrea,Male
David Denman,Male
Koji Yakusho,Male
Tokio Emoto,Male
Arisa Nakano,Female
Miyako Tanaka,Female
Elijah Wood,Male
Ian McKellen,Male
Orlando Bloom,Male
Sean Bean,Male
Aomi Muyock,Unknown
Karl Glusman,Male
Klara Kristin,Female
Juan Saavedra,Male
Tom Cruise,Male
Jennifer Connelly,Female
Miles Teller,Male
Val Kilmer,Female
Andrew Scott,Male
Paul Mescal,Male
Carter John Grout,Male
Jamie Bell,Female
Lily Gladstone,Female
Jesse Plemons,Male
Nell Tiger Free,Female
Ralph Ineson,Male
Sonia Braga,Female
Tawfeek Barhom,Unknown
Joaquin Phoenix,Unknown
Connie Nielsen,Female
Oliver Reed,Male
Gustave Die,Male
Murray McArthur,Male
Paul G. Raymond,Male
Millie Bobby Brown,Female
Ray Winstone,Male
Angela Bassett,Female
Brooke Carter,Female
Marton Csokas,Unknown
Chloë Grace Moretz,Unknown
David Harbour,Male
Aaron Pierre,Male
Kelvin Harrison Jr.,Male
Seth Rogen,Male
Billy Eichner,Male
Brian Cox,Male
Miranda Otto,Female
Michael Wildman,Male
Shaun Dooley,Male
John Travolta,Male
Bruce Willis,Male
Michael Schwartz,Male
Zack Gottsagen,Male
Ann Pierce,Female
Bruce Dern,Male
Elliot Page,Male
Ken Watanabe,Male
Christian Bale,Male
Heath Ledger,Male
Aaron Eckhart,Male
Michael Caine,Male
Guylo Homsy,Unknown
Kumail Nanjiani,Unknown
Tresi Gazal,Unknown
Caspar Jennings,Male
Daniel Radcliffe,Male
Rupert Grint,Male
Emma Watson,Female
Richard Harris,Male
Cailee Spaeny,Unknown
Archie Renaux,Male
David Jonsson,Male
Gwyneth Paltrow,Female
Jude Law,Male
Cate Blanchett,Female
Mason Thames,Male
Madeleine McGraw,Female
Jeremy Davies,Male
Bill Murray,Male
Dan Aykroyd,Male
Sigourney Weaver,Female
Julia Roberts,Female
Mahershala Ali,Unknown
Myha'la,Unknown
Olivia Newton-John,Female
Stockard Channing,Unknown
Jeff Conaway,Male
Tian Jing,Unknown
Andy Lau,Male
Jennifer Lawrence,Female
Andrew Barth Feldman,Male
Laura Benanti,Female
Matthew Broderick,Male
Rachel Zegler,Female
Tom Blyth,Male
Dexter Sol Ansell,Male
Adam Sandler,Male
Wendi McLendon-Covey,Female
Kevin Nealon,Male
Ralph Fiennes,Male
Ben Kingsley,Male
Caroline Goodall,Female
Pedro Pascal,Male
Vanessa Kirby,Female
Gael García Bernal,Male
Vicky Krieps,Female
Rufus Sewell,Male
Brendan Fraser,Male
Rachel Weisz,Female
John Hannah,Male
Arnold Vosloo,Male
Lilly Wachowski,Female
Laurence Fishburne,Female
Carrie-Anne Moss,Unknown
Hugo Weaving,Male
Robin Wright,Male
Sally Field,Female
Jennifer Jason Leigh,Female
Annette Bening,Female
Hayden Christensen,Male
Christopher Lee,Male
Jodie Comer,Female
Austin Butler,Male
Michael Shannon,Male
Adria Arjona,Female
Retta,Unknown
Austin Amelio,Male
Casper Van Dien,Male
Denise Richards,Female
Dina Meyer,Female
Jake Busey,Male
Rachel Sennott,Female
Ayo Edebiri,Male
Ruby Cruz,Female
Havana Rose Liu,Unknown
Phyllis Smith,Female
Lewis Black,Male
Tony Hale,Male
Eric Bana,Male
Julian Glover,Male
Robert Pattinson,Male
Jeffrey Wright,Male
Colin Farrell,Male
Haley Bennett,Female
Gina Gershon,Female
Ariana Greenblatt,Female
Harrison Ford,Male
Ana de Armas,Female
Dave Bautista,Male
Michael Philippou,Male
Ari McCarthy,Male
Hamish Phillips,Male
Kit Erhart-Bruce,Male
Sarah Brokensha,Female
Kyle MacLachlan,Female
Virginia Madsen,Female
Francesca Annis,Female
Leonardo Cimino,Male
Patrick Swayze,Male
Kelly Lynch,Female
Sam Elliott,Male
Ben Gazzara,Male
Morena Baccarin,Female
T.J. Miller,Unknown
Stanley Tucci,Male
Lily Bird,Female
Nicolas Cage,Male
Julianne Nicholson,Female
Jessica Clement,Female
Tom Skerritt,Male
John Hurt,Male
Veronica Cartwright,Female
Tracee Ellis Ross,Unknown
John Ortiz,Male
Erika Alexander,Female
Joanne Samuel,Female
Hugh Keays-Byrne,Male
Steve Bisley,Male
Vikrant Massey,Unknown
Medha Shankr,Unknown
Anant Joshi,Unknown
Anshuman Pushkar,Unknown
Eva Green,Female
Martin Hancock,Male
Meat Loaf,Unknown
Zach Grenier,Male
Blake Lively,Male
Jenny Slate,Female
Hasan Minhaj,Male
David Morse,Male
Brandon Lee,Male
Michael Wincott,Male
Rochelle Davis,Female
Ernie Hudson,Male
Thomasin McKenzie,Unknown
Shea Whigham,Unknown
Sam Nivola,Male
Siobhan Fallon Hogan,Female
Arturo Perez Jr.,Male
Angourie Rice,Unknown
Reneé Rapp,Unknown
Auli'i Cravalho,Unknown
Jaquel Spivey,Unknown
Daisy Ridley,Female
John Boyega,Male
Hayley Atwell,Female
Simon Pegg,Male
Cristiana Dell'Anna,Female
John Lithgow,Male
Giancarlo Giannini,Male
Jon Voight,Male
Emmanuelle Béart,Female
Henry Czerny,Male
Léa Drucker,Female
Mathieu Amalric,Male
Daniel Njo Lobé,Male
Marie Bouvet,Female
Jessie Buckley,Female
Olivia Colman,Female
Timothy Spall,Male
Gemma Jones,Female
Josh Brolin,Male
Julian Dennison,Male
Molly Ringwald,Female
Anthony Michael Hall,Male
Justin Henry,Male
Michael Schoeffling,Male
Greta Lee,Female
Teo Yoo,Male
John Magaro,Male
Moon Seung-ah,Unknown
Ranbir Kapoor,Male
Anil Kapoor,Male
Bobby Deol,Male
Rashmika Mandanna,Unknown
Diane Kruger,Female
Mark Hamill,Male
Carrie Fisher,Female
Billy Dee Williams,Male
Luke Wilson,Male
Maya Rudolph,Female
Terry Crews,Male
Tandi Wright,Unknown
Matthew Sunderland,Male
George Georgiou,Male
Lance Reddick,Male
James McAvoy,Male
Haley Lu Richardson,Female
Jessica Sula,Female
Naomi Grace,Female
Devin Druid,Male
William Russ,Male
Amy Hargreaves,Female
Tahar Rahim,Male
Rupert Everett,Male
Daniel Scheinert,Male
Michelle Yeoh,Female
Stephanie Hsu,Female
Jamie Lee Curtis,Female
Ke Huy Quan,Unknown
Hugh Jackman,Male
Kate Beckinsale,Female
Richard Roxburgh,Male
Shuler Hensley,Unknown
Anthony Hopkins,Male
Scott Glenn,Male
Ted Levine,Male
Florence Pugh,Female
Jack Reynor,Male
Vilhelm Blomgren,Male
William Jackson Harper,Male
Kemp Powers,Unknown
Justin K. Thompson,Male
Shameik Moore,Unknown
Hailee Steinfeld,Female
Luna Lauren Velez,Female
Jason Momoa,Male
Yahya Abdul-Mateen II,Male
Amber Heard,Female
Thobias Thorwid,Unknown
Charlbi Dean,Unknown
Jiannis Moustos,Unknown
Kevin Spacey,Male
Thora Birch,Female
Wes Bentley,Male
Domhnall Gleeson,Male
Robin Williams,Male
Stellan Skarsgård,Male
Jamie Dornan,Female
Jennifer Ehle,Female
Eloise Mumford,Female
Kathryn Newton,Female
Liza Soberano,Female
Jenna Davis,Female
Trina LaFargue,Female
Kingsley Ben-Adir,Male
Lashana Lynch,Unknown
James Norton,Male
Tosin Cole,Unknown
Jay Hernandez,Male
Dennis Quaid,Male
Cheech Marin,Unknown
Julian Works,Male
Julia Stiles,Female
Larisa Oleynik,Female
Sean Astin,Male
Jeff Cohen,Male
Corey Feldman,Male
Justice Smith,Unknown
Ben Hardy,Male
Natasha Liu Bordizzo,Female
Laura Dern,Female
Sam Neill,Male
Ben Schwartz,Male
Colleen O'Shaughnessey,Female
Idris Elba,Male
Tilda Swinton,Female
Tom Waits,Male
Zazie Beetz,Unknown
Frances Conroy,Female
Andrew Kevin Walker,Male
Benedict Cumberbatch,Male
Jacob Batalon,Male
C. Thomas Howell,Unknown
Matt Dillon,Male
Ralph Macchio,Male
Carey Mulligan,Unknown
Clancy Brown,Male
Mickey Rourke,Male
Vivica A. Fox,Unknown
Lamorne Morris,Unknown
Callum Turner,Male
Peter Guinness,Male
Sam Strike,Male
Michael Biehn,Male
Carrie Henn,Female
Paul Reiser,Male
Jeff Goldblum,Male
Neil Patrick Harris,Male
Jackie Earle Haley,Unknown
Carla Gugino,Female
Malin Akerman,Female
Lady Gaga,Unknown
Brendan Gleeson,Male
Lena Olin,Female
Johnny Flynn,Male
Jonathan Groff,Male
Zach Galifianakis,Male
Owen Wilson,Male
Ross Kimball,Male
Emma Corrin,Female
Tom Sizemore,Male
Edward Burns,Male
Ray Liotta,Male
Joe Pesci,Male
Lorraine Bracco,Female
Gena Rowlands,Female
James Garner,Male
Rachel McAdams,Female
Shirley MacLaine,Female
Olympia Dukakis,Female
Jon Bernthal,Male
Caitríona Balfe,Female
Hilary Swank,Female
Emily Mitchell,Female
Skywalker Hughes,Unknown
J.K. Simmons,Unknown
Melissa Benoist,Female
Jeff Bridges,Male
John Goodman,Male
Julianne Moore,Female
Steve Buscemi,Male
Martin Sheen,Male
Frederic Forrest,Male
Gabriel Byrne,Male
Chazz Palminteri,Unknown
Stephen Baldwin,Male
Lewis Tan,Male
Jessica McNamee,Female
Josh Lawson,Male
Joe Taslim,Male
Billie Piper,Female
Gillian Anderson,Female
Connor Swindells,Male
Amber Perkins,Female
Rachel Quinn,Female
Dean Waite,Male
Jael Elizabeth Steinmeyer,Unknown
Kelly McGillis,Female
Ansel Elgort,Male
Jon Hamm,Male
Kunal Nayyar,Unknown
Sophie Marceau,Female
Patrick McGoohan,Male
Angus Macfadyen,Male
Ellen Burstyn,Female
Jared Leto,Male
Marlon Wayans,Male
Milla Jovovich,Female
Ian McShane,Male
Sasha Lane,Male
Rosemarie DeWitt,Female
Kristen Stewart,Female
Billy Burke,Male
Sarah Clarke,Female
Robert Sean Leonard,Male
Josh Charles,Male
Lindsay Lohan,Female
Jonathan Bennett,Male
Tina Fey,Female
Olwen Fouéré,Female
Siobhan Hewlett,Female
Daniel Craig,Male
Rami Malek,Male
Léa Seydoux,Female
Chukwudi Iwuji,Unknown
Pom Klementieff,Unknown
Nick Sutton,Male
Jacob Sewell,Male
Lara Tosh,Female
Jacob Reynolds,Male
Rory Kinnear,Male
Paapa Essiedu,Unknown
Gayle Rankin,Female
Scott Speedman,Male
Liv Tyler,Female
Gemma Ward,Female
Alex Fisher,Male
Alicia Vikander,Female
Sonoya Mizuno,Unknown
Dylan O'Brien,Male
Kaya Scodelario,Female
Will Poulter,Male
Thomas Brodie-Sangster,Male
Kevin Bacon,Male
Amanda Seyfried,Female
Avery Tiiu Essex,Unknown
Colin Blumenau,Male
Rosa Salazar,Female
Shira Haas,Female
Barry G. Bernson,Male
Herb Caillouet,Male
Bill Camp,Male
Raffey Cassidy,Unknown
Keke Palmer,Unknown
Brandon Perea,Male
Kurt Russell,Male
Walton Goggins,Male
Meryl Streep,Female
Adrian Grenier,Male
Mandy Patinkin,Female
Chris Sarandon,Male
Christoph Waltz,Male
Kerry Washington,Female
Andrew Garfield,Male
Sam Worthington,Male
Luke Bracey,Male
Teresa Palmer,Female
John David Washington,Male
Madeleine Yuna Voyles,Female
Gemma Chan,Female
Allison Janney,Female
Keira Knightley,Female
Matthew Macfadyen,Male
Brenda Blethyn,Female
Donald Sutherland,Male
Hiroyuki Sanada,Male
Karl Urban,Male
Tadanobu Asano,Male
Jean Smart,Male
Leke Adebayo,Male
Ademola Adedoyin,Unknown
Adejola Adeyemi,Unknown
Jon Cryer,Male
Harry Dean Stanton,Male
Annie Potts,Female
Liev Schreiber,Unknown
Michael Nyqvist,Male
Alfie Allen,Unknown
David Carradine,Male
Daryl Hannah,Male
Michael Madsen,Male
Geoffrey Rush,Male
Andrea Riseborough,Female
Linus Roache,Male
Ned Dennehy,Male
Millicent Simmonds,Female
Noah Jupe,Male
Piper Rubio,Female
Elizabeth Lail,Female
Matthew Lillard,Male
Ross Duffer,Male
Alexander Skarsgård,Male
Emily Alyn Lind,Female
Steven Elliot,Male
Michael J. Fox,Male
Christopher Lloyd,Male
Lea Thompson,Female
Crispin Glover,Male
50 Cent,Unknown
Megan Fox,Female
Dolph Lundgren,Male
Zachary Quinto,Male
Leonard Nimoy,Male
Sasha Luss,Male
Helen Mirren,Female
Luke Evans,Male
Scarlett Johansson,Female
Allison Williams,Female
Bradley Whitford,Male
Catherine Keener,Female
Shailene Woodley,Unknown
Giuseppe Festinese,Male
Alessandro Cremona,Male
Patrick Stewart,Male
Famke Janssen,Female
Armie Hammer,Unknown
Michael Stuhlbarg,Male
Amira Casar,Female
Saoirse Ronan,Female
Eliza Scanlen,Female
Benicio Del Toro,Male
Justin Timberlake,Male
Eric Bogosian,Male
Alicia Silverstone,Female
Toni Collette,Male
Milly Shapiro,Female
Zachary Barton,Male
Anthony Coons,Male
Robbie Troy,Male
Stanislas Stanic,Male
Benjamin Lavernhe,Male
Jaeden Martell,Male
Sophia Lillis,Female
Michael Pitt,Male
Louis Garrel,Male
Anna Chancellor,Female
Dafne Keen,Female
Boyd Holbrook,Male
Michael Jelenic,Male
Pierre Leduc,Male
Fabien Polack,Male
Henry Fonda,Male
Lee J. Cobb,Male
Martin Balsam,Male
John Fiedler,Male
John Requa,Male
Jason London,Male
Wiley Wiggins,Male
Rory Cochrane,Male
Guy Pearce,Male
Kim Basinger,Female
Hong Chau,Unknown
Daniel Brühl,Male
Alexandra Maria Lara,Female
Dar Salim,Unknown
Sean Sagar,Male
Jason Wong,Male
Zoe Saldana,Female
Stephen Lang,Male
Elizabeth Debicki,Female
Moses Sumney,Male
Michelle Monaghan,Female
F. Murray Abraham,Unknown
Tom Hulce,Male
Elizabeth Berridge,Female
Roy Dotrice,Male
Arnold Schwarzenegger,Male
Linda Hamilton,Female
Paul Winfield,Male
James Franciscus,Male
Linda Harrison,Female
Burt Reynolds,Male
Luis Guzmán,Male
Jonathan Goldstein,Male
Michelle Rodriguez,Female
Regé-Jean Page,Unknown
Brooke Shields,Female
Christopher Atkins,Male
Leo McKern,Male
William Daniels,Male
AnnaSophia Robb,Unknown
Zooey Deschanel,Unknown
Robert Patrick,Male
Melissa Leo,Female
Justin Theroux,Male
Josh Lucas,Male
Bill Sage,Male
Grace Caroline Currey,Female
Virginia Gardner,Female
Mason Gooding,Male
Jeffrey Dean Morgan,Male
Harvey Keitel,Male
Juliette Lewis,Female
Camila Cabello,Female
Billy Porter,Male
Idina Menzel,Unknown
Noomi Rapace,Female
Logan Marshall-Green,Male
Michael Fassbender,Male
Sam Riley,Male
Lil Rel Howery,Female
Jim Carrey,Male
Tom Wilkinson,Male
Gerry Robert Byrne,Male
Genevieve O'Reilly,Female
Keir O'Donnell,Male
Jim Sturgess,Male
Patricia Clarkson,Female
Tom Mison,Male
Judy Greer,Female
Oliver Platt,Male
Winona Ryder,Female
Angelina Jolie,Female
Brittany Murphy,Female
Jason Schwartzman,Male
Jeremy Irons,Male
James Earl Jones,Male
Whoopi Goldberg,Unknown
Harry Styles,Male
Kevin Hart,Male
Gugu Mbatha-Raw,Unknown
Alec Baldwin,Male
Geena Davis,Female
Michael Keaton,Male
Annie McEnroe,Female
Rebel Wilson,Unknown
Anna Camp,Female
Wyatt Russell,Male
Kerry Condon,Female
Amélie Hoeferle,Female
Gavin Warren,Male
Joe Ranft,Male
Paul Newman,Male
Larry the Cable Guy,Male
Amy Adams,Female
Jeremy Renner,Male
Emily Mortimer,Female
Kevin Jarre,Male
Tye Sheridan,Male
Olivia Cooke,Female
Ben Mendelsohn,Male
Lena Waithe,Female
Halle Berry,Female
John Bradley,Male
Charlie Plummer,Male
Archie Madekwe,Male
Takehiro Hira,Male
Keegan-Michael Key,Unknown
Vin Diesel,Male
Jordana Brewster,Female
Gerard Butler,Male
Lena Headey,Female
David Wenham,Male
Dominic West,Male
Tobey Maguire,Unknown
Kirsten Dunst,Female
Rutger Hauer,Male
Sean Young,Male
Jessica Barden,Female
Judd Nelson,Male
Stefanie Scott,Female
Joely Fisher,Male
Emma Myers,Female
Laura Johnson,Female
Claire Danes,Female
John Leguizamo,Male
Harold Perrineau,Male
Anthony Ramos,Male
Dominique Fishback,Unknown
Dean Scott Vazquez,Male
Ezra Miller,Male
Sasha Calle,Male
Nicole Kidman,Female
